   5.8023e+01   4.1509e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   6.4843e+01   4.2767e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   7.2465e+01   4.3991e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   8.0982e+01   4.5172e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   9.0501e+01   4.6301e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.0114e+02   4.7367e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.1303e+02   4.8362e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.2631e+02   4.9272e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.4116e+02   5.0088e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.5775e+02   5.0795e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.7629e+02   5.1382e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.9702e+02   5.1834e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   2.2017e+02   5.2140e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   2.4605e+02   5.2286e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   2.7498e+02   5.2262e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   3.0730e+02   5.2059e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   3.4342e+02   5.1669e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   3.8378e+02   5.1087e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   4.2890e+02   5.0311e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   4.7931e+02   4.9343e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   5.3565e+02   4.8185e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   5.9861e+02   4.6844e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   6.6897e+02   4.5331e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   7.4761e+02   4.3658e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   8.3548e+02   4.1842e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   9.3369e+02   3.9902e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.0434e+03   3.7860e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.1661e+03   3.5740e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.3031e+03   3.3569e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.4563e+03   3.1376e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.6275e+03   2.9193e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   1.8188e+03   2.7055e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   2.0326e+03   2.5000e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   2.2715e+03   2.3070e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   2.5385e+03   2.1310e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   2.8369e+03   1.9775e-14   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   3.1703e+03   1.8523e-14   1.1681e-28   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
   3.5430e+03   1.7625e-14   6.5047e-27   3.1698e-29   0.0000e+00   0.0000e+00   0.0000e+00
   3.9595e+03   1.7163e-14   1.2438e-25   5.0082e-27   1.5192e-27   0.0000e+00   0.0000e+00
   4.4249e+03   1.7231e-14   1.6938e-24   1.1103e-25   5.1303e-26   6.0189e-30   2.7468e-32
   4.9450e+03   1.7942e-14   1.7555e-23   1.6448e-24   8.9302e-25   1.0336e-27   5.3970e-27
   5.5262e+03   1.9424e-14   1.4279e-22   1.8344e-23   1.1336e-23   2.4217e-26   1.3962e-25
   6.1758e+03   2.1825e-14   9.3502e-22   1.5944e-22   1.1058e-22   3.7058e-25   2.2324e-24
   6.9017e+03   2.5312e-14   5.0425e-21   1.1087e-21   8.5324e-22   4.2668e-24   2.6561e-23
   7.7129e+03   3.0061e-14   2.2859e-20   6.3112e-21   5.3364e-21   3.8467e-23   2.4551e-22
   8.6195e+03   3.6255e-14   8.8728e-20   3.0024e-20   2.7649e-20   2.7888e-22   1.8125e-21
   9.6327e+03   4.4061e-14   2.9980e-19   1.2160e-19   1.2101e-19   1.6635e-21   1.0944e-20
   1.0765e+04   5.3615e-14   8.9502e-19   4.2628e-19   4.5522e-19   8.3306e-21   5.5201e-20
   1.2030e+04   6.4997e-14   2.3926e-18   1.3128e-18   1.4950e-18   3.5664e-20   2.3699e-19
   1.3444e+04   7.8211e-14   5.7956e-18   3.5997e-18   4.3466e-18   1.3264e-19   8.8075e-19
   1.5025e+04   9.3157e-14   1.2858e-17   8.8930e-18   1.1328e-17   4.3480e-19   2.8762e-18
   1.6791e+04   1.0963e-13   2.6377e-17   2.0008e-17   2.6759e-17   1.2724e-18   8.3649e-18
   1.8764e+04   1.2730e-13   5.0454e-17   4.1387e-17   5.7878e-17   3.3623e-18   2.1928e-17
   2.0970e+04   1.4575e-13   9.0671e-17   7.9396e-17   1.1565e-16   8.1063e-18   5.2373e-17
   2.3435e+04   1.6447e-13   1.5410e-16   1.4234e-16   2.1523e-16   1.7995e-17   1.1507e-16
   2.6189e+04   1.8293e-13   2.4916e-16   2.4015e-16   3.7574e-16   3.7083e-17   2.3457e-16
